0.000000	-6500.000000
0.010000	-6501.035156
0.020000	-6501.859863
0.030000	-6502.850586
0.040000	-6503.623535
0.050000	-6504.683594
0.060000	-6505.415039
0.070000	-6506.509277
0.080000	-6507.367188
0.090000	-6508.327148
0.100000	-6509.339355
0.110000	-6510.194336
0.120000	-6510.968262
0.130000	-6511.734863
0.140000	-6512.759277
0.150000	-6513.735352
0.160000	-6514.765625
0.170000	-6515.769531
0.180000	-6516.538086
0.190000	-6517.464844
0.200000	-6518.303711
0.210000	-6519.554688
0.220000	-6520.404785
0.230000	-6521.058105
0.240000	-6521.905762
0.250000	-6522.955566
0.260000	-6523.888184
0.270000	-6524.729492
0.280000	-6525.700195
0.290000	-6526.606445
0.300000	-6527.587891
0.310000	-6528.414062
0.320000	-6529.401855
0.330000	-6530.097656
0.340000	-6531.003906
0.350000	-6532.036133
0.360000	-6532.832520
0.370000	-6533.537109
0.380000	-6534.162598
0.390000	-6535.189941
0.400000	-6535.964355
0.410000	-6536.727539
0.420000	-6537.640625
0.430000	-6538.513672
0.440000	-6539.360840
0.450000	-6540.259277
0.460000	-6541.169922
0.470000	-6542.033203
0.480000	-6543.136230
0.490000	-6543.933594
0.500000	-6544.947266
0.510000	-6545.737305
0.520000	-6546.723145
0.530000	-6547.874023
0.540000	-6548.702148
0.550000	-6549.545410
0.560000	-6550.543457
0.570000	-6551.487793
0.580000	-6552.354980
0.590000	-6553.017090
0.600000	-6553.673828
0.610000	-6554.545898
0.620000	-6555.329102
0.630000	-6556.237793
0.640000	-6556.886230
0.650000	-6557.656738
0.660000	-6558.330566
0.670000	-6559.266602
0.680000	-6560.039551
0.690000	-6560.594238
0.700000	-6561.597168
0.710000	-6562.172852
0.720000	-6562.740723
0.730000	-6563.553711
0.740000	-6564.352539
0.750000	-6565.003418
0.760000	-6565.663574
0.770000	-6566.599609
0.780000	-6567.249023
0.790000	-6568.064453
0.800000	-6569.025391
0.810000	-6569.613770
0.820000	-6570.402344
0.830000	-6571.455078
0.839999	-6572.248047
0.849999	-6572.917969
0.859999	-6573.743164
0.869999	-6574.518555
0.879999	-6575.360840
0.889999	-6576.188477
0.899999	-6577.252441
0.909999	-6578.061523
0.919999	-6578.927246
0.929999	-6579.739258
0.939999	-6580.099609
0.949999	-6580.886230
0.959999	-6581.666504
0.969999	-6582.501465
0.979999	-6583.312988
0.989999	-6584.103516
0.999999	-6584.769043
1.009999	-6585.669922
1.019999	-6586.553223
1.029999	-6587.370117
1.039999	-6588.205566
1.049999	-6588.933105
1.059999	-6589.761719
1.069999	-6590.616699
1.079999	-6591.243164
1.089999	-6591.754883
1.099999	-6592.706055
1.109999	-6593.619629
1.119999	-6594.384277
1.129999	-6594.947754
1.139999	-6595.660645
1.149999	-6596.299805
1.159999	-6597.041992
1.169999	-6597.581543
1.179999	-6598.164062
1.189999	-6598.741211
1.199999	-6599.272949
1.209999	-6600.261230
1.219999	-6600.891602
1.229999	-6601.609375
1.239999	-6602.404785
1.249999	-6603.344727
1.259999	-6603.896484
1.269999	-6604.675293
1.279999	-6605.100586
1.289999	-6605.872070
