0.000000	-1300.000000
0.010000	-1298.100342
0.020000	-1296.203369
0.030000	-1294.309448
0.040000	-1292.416504
0.050000	-1290.524780
0.060000	-1288.632324
0.070000	-1286.739502
0.080000	-1284.843994
0.090000	-1282.945923
0.100000	-1281.044434
0.110000	-1279.137695
0.120000	-1277.225708
0.130000	-1275.307495
0.140000	-1273.381836
0.150000	-1271.447388
0.160000	-1269.504395
0.170000	-1267.551270
0.180000	-1265.586914
0.190000	-1263.610352
0.200000	-1261.621216
0.210000	-1259.617920
0.220000	-1257.599487
0.230000	-1255.565186
0.240000	-1253.513306
0.250000	-1251.443604
0.260000	-1249.354370
0.270000	-1247.244507
0.280000	-1245.113403
0.290000	-1242.958984
0.300000	-1240.780640
0.310000	-1238.576782
0.320000	-1236.346313
0.330000	-1234.087524
0.340000	-1231.799194
0.350000	-1229.479736
0.360000	-1227.128174
0.370000	-1224.742065
0.380000	-1222.320435
0.390000	-1219.861328
0.400000	-1217.363159
0.410000	-1214.823364
0.420000	-1212.240479
0.430000	-1209.613281
0.440000	-1206.938110
0.450000	-1204.213989
0.460000	-1201.437866
0.470000	-1198.608276
0.480000	-1195.721680
0.490000	-1192.775513
0.500000	-1189.767456
0.510000	-1186.694092
0.520000	-1183.552856
0.530000	-1180.339844
0.540000	-1177.052368
0.550000	-1173.685913
0.560000	-1170.237061
0.570000	-1166.701782
0.580000	-1163.076050
0.590000	-1159.354492
0.600000	-1155.532715
0.610000	-1151.604980
0.620000	-1147.566895
0.630000	-1143.411499
0.640000	-1139.133179
0.650000	-1134.724487
0.660000	-1130.179077
0.670000	-1125.488647
0.680000	-1120.645386
0.690000	-1115.640015
0.700000	-1110.463989
0.710000	-1105.105835
0.720000	-1099.555176
0.730000	-1093.800293
0.740000	-1087.827759
0.750000	-1081.624146
0.760000	-1075.174438
0.770000	-1068.461060
0.780000	-1061.467529
0.790000	-1054.173584
0.800000	-1046.557739
0.810000	-1038.597046
0.820000	-1030.265869
0.830000	-1021.535522
0.839999	-1012.375549
0.849999	-1002.750793
0.859999	-992.623413
0.869999	-981.951721
0.879999	-970.687683
0.889999	-958.779419
0.899999	-946.167053
0.909999	-932.785095
0.919999	-918.557678
0.929999	-903.400940
0.939999	-887.217529
0.949999	-869.898193
0.959999	-863.066956
0.969999	-1241.133057
0.979999	-1211.299683
0.989999	-1195.421021
0.999999	-1186.493408
1.009999	-1181.024780
1.019999	-1177.270020
1.029999	-1174.357178
1.039999	-1171.849365
1.049999	-1169.527344
1.059999	-1167.281128
1.069999	-1165.054077
1.079999	-1162.818115
1.089999	-1160.557617
1.099999	-1158.263550
1.109999	-1155.931152
1.119999	-1153.556030
1.129999	-1151.135864
1.139999	-1148.667480
1.149999	-1146.148926
1.159999	-1143.577148
1.169999	-1140.949463
1.179999	-1138.263306
1.189999	-1135.515381
1.199999	-1132.703125
1.209999	-1129.823242
1.219999	-1126.872070
1.229999	-1123.845703
1.239999	-1120.741211
1.249999	-1117.553345
1.259999	-1114.278320
1.269999	-1110.911499
1.279999	-1107.447754
1.289999	-1103.881958
1.299999	-1100.208252
1.309999	-1096.420166
1.319999	-1092.511719
1.329999	-1088.475586
1.339999	-1084.304565
1.349999	-1079.989624
1.359999	-1075.522827
1.369999	-1070.894165
1.379999	-1066.093140
1.389999	-1061.109131
1.399999	-1055.928711
1.409999	-1050.539795
1.419999	-1044.927002
1.429999	-1039.074463
1.439999	-1032.964355
1.449999	-1026.577759
1.459999	-1019.893005
1.469999	-1012.886169
1.479999	-1005.531311
1.489999	-997.798645
1.499999	-989.655701
1.509999	-981.065735
1.519999	-971.986389
1.529999	-965.069458
1.539999	-1024.772217
1.549999	-1010.695557
1.559999	-999.673584
1.569999	-993.222900
1.579999	-1069.941895
1.589999	-1064.501587
1.599999	-1059.066406
1.609999	-1053.512207
1.619999	-1047.767090
1.629999	-1041.784668
1.639999	-1035.529663
1.649999	-1028.970947
1.659999	-1022.077759
1.669999	-1014.818176
1.679999	-1007.490295
1.689999	-1076.519653
1.699999	-1064.616943
1.709999	-1055.946777
1.719999	-1048.761475
1.729999	-1042.177490
1.739999	-1035.739746
1.749999	-1029.207886
1.759999	-1022.445007
1.769999	-1015.365112
1.779999	-1009.886902
1.789999	-1083.218750
1.799999	-1071.685791
1.809999	-1063.392334
1.819999	-1056.587769
1.829999	-1050.382935
1.839999	-1046.323853
1.849999	-1123.782959
1.859999	-1114.254150
1.869999	-1108.187500
1.879999	-1103.819214
1.889999	-1100.265747
1.899999	-1097.083496
1.909999	-1094.049561
1.919999	-1091.049072
1.929999	-1088.022583
1.939999	-1084.938232
1.949998	-1081.776245
1.959998	-1078.524658
1.969998	-1075.174072
1.979998	-1071.714966
1.989998	-1068.140503
1.999998	-1064.441650
2.009999	-1060.610107
2.019999	-1056.635498
2.029999	-1052.508423
2.039999	-1048.217285
2.049999	-1043.749512
2.059999	-1039.091675
2.069999	-1034.228882
2.079998	-1029.143433
2.089998	-1023.817627
2.099998	-1018.229736
2.109998	-1012.357300
2.119998	-1006.172974
2.129998	-999.648193
2.139998	-995.798218
2.149998	-1058.418579
2.159998	-1047.472534
2.169998	-1039.810303
2.179998	-1033.693359
2.189998	-1028.244263
2.199998	-1023.015930
2.209998	-1017.773865
2.219998	-1012.390137
2.229998	-1006.786255
2.239998	-1002.467651
2.249998	-1082.194458
2.259998	-1079.466797
2.269998	-1076.671265
2.279998	-1073.802612
2.289998	-1070.855957
2.299998	-1067.825195
2.309998	-1064.706543
2.319998	-1061.493530
2.329998	-1058.180298
2.339998	-1054.760498
2.349998	-1051.227905
2.359998	-1047.573853
2.369998	-1043.791626
2.379998	-1039.870972
2.389998	-1035.803223
2.399998	-1031.576538
2.409998	-1027.180054
2.419998	-1022.600586
2.429998	-1017.822876
2.439998	-1012.831787
2.449998	-1007.608643
2.459998	-1002.133362
2.469998	-996.383301
2.479998	-990.332520
2.489998	-987.251343
2.499998	-1057.863770
2.509998	-1047.642944
2.519998	-1040.770264
2.529998	-1035.516235
2.539998	-1031.011963
2.549998	-1026.820557
2.559998	-1022.719971
2.569998	-1018.593933
2.579998	-1014.381470
2.589998	-1010.046509
2.599998	-1005.564880
2.609998	-1000.920715
2.619998	-996.098877
2.629998	-991.084106
2.639998	-985.862915
2.649998	-980.419556
2.659998	-974.736938
2.669998	-968.797180
2.679998	-962.579956
2.689998	-956.062134
2.699998	-949.219666
2.709998	-942.024841
2.719998	-934.445801
2.729998	-926.448364
2.739998	-918.794617
2.749998	-990.976807
2.759998	-978.163574
2.769998	-968.481140
2.779998	-960.184692
2.789998	-952.385742
2.799998	-947.783325
2.809998	-1009.739563
2.819998	-998.186157
2.829998	-989.931763
2.839998	-983.214966
2.849998	-977.146240
2.859998	-971.271362
2.869998	-965.351379
2.879998	-959.255127
2.889998	-952.901001
2.899998	-946.233459
2.909998	-939.205688
2.919998	-934.213196
2.929998	-1009.990417
2.939998	-998.459106
2.949998	-990.134460
2.959998	-983.273560
2.969998	-979.853027
2.979998	-1059.709351
2.989998	-1057.351318
2.999998	-1055.063477
3.009998	-1052.790649
3.019998	-1050.503662
3.029998	-1048.186768
3.039998	-1045.831421
3.049998	-1043.432007
3.059998	-1040.984619
3.069998	-1038.485107
3.079998	-1035.931030
3.089998	-1033.318848
3.099998	-1030.645996
3.109998	-1027.908203
3.119998	-1025.103271
3.129997	-1022.226196
3.139997	-1019.273193
3.149997	-1016.240601
3.159997	-1013.123291
3.169997	-1009.916260
3.179997	-1006.614746
3.189997	-1003.211853
3.199997	-999.702393
3.209997	-996.079102
3.219997	-992.335083
3.229997	-988.461548
3.239997	-984.450378
3.249997	-980.291931
3.259997	-975.976135
3.269997	-971.491089
3.279997	-966.824280
3.289997	-961.961731
3.299997	-956.888611
3.309997	-951.587463
3.319997	-946.039490
3.329997	-940.223328
3.339997	-934.115662
3.349997	-927.689697
3.359997	-920.915527
3.369997	-917.397583
3.379997	-987.201050
3.389997	-976.065491
3.399997	-968.184448
3.409997	-961.827454
3.419997	-956.120483
3.429997	-950.617004
3.439997	-945.082886
3.449997	-939.387512
3.459997	-934.757324
3.469997	-998.324707
3.479997	-988.385010
3.489997	-981.808533
3.499997	-976.871094
3.509997	-972.708618
3.519997	-968.887207
3.529997	-965.186890
3.539997	-961.495850
3.549997	-957.754395
3.559997	-953.928650
3.569997	-949.999329
3.579997	-945.952026
3.589997	-941.775757
3.599997	-937.459595
3.609997	-932.993835
3.619997	-928.367310
3.629997	-923.569214
3.639997	-918.586304
3.649997	-913.405396
3.659997	-908.011108
3.669997	-902.387146
3.679997	-896.514648
3.689997	-890.373657
3.699997	-883.941284
3.709997	-877.191650
3.719997	-870.096130
3.729997	-862.622620
3.739997	-855.191650
3.749997	-932.686157
3.759997	-927.567261
3.769997	-922.209961
3.779997	-916.591248
3.789997	-913.014648
3.799997	-988.047913
3.809997	-978.295410
3.819997	-971.911377
3.829997	-967.176758
3.839997	-963.232666
3.849997	-959.647034
3.859997	-956.202087
3.869997	-952.787720
3.879997	-949.346375
3.889997	-945.847351
3.899997	-942.272156
3.909997	-938.609863
3.919997	-934.851501
3.929997	-930.990417
3.939997	-927.020020
3.949997	-922.932739
3.959997	-918.722107
3.969997	-914.380188
3.979997	-909.899170
3.989997	-905.269958
3.999997	-900.483704
4.009997	-895.529175
4.019997	-890.395447
4.029997	-885.070068
4.039998	-879.539490
4.049998	-873.789246
