0.000000	-69.500000	0.000001	0.000000	-70.000000	0.000001	0.000000
0.010000	-69.002899	0.000001	0.000000	-70.000000	0.000001	0.000000
0.020000	-68.508484	0.000001	0.000000	-70.000000	0.000001	0.000000
0.030000	-68.016541	0.000001	0.000000	-70.000000	0.000001	0.000000
0.040000	-67.526871	0.000001	0.000000	-70.000000	0.000001	0.000000
0.050000	-67.039268	0.000001	0.000000	-70.000000	0.000001	0.000000
0.060000	-66.553528	0.000001	0.000000	-70.000000	0.000001	0.000000
0.070000	-66.069458	0.000001	0.000000	-70.000000	0.000001	0.000000
0.080000	-65.586868	0.000001	0.000000	-70.000000	0.000001	0.000000
0.090000	-65.105568	0.000001	0.000000	-70.000000	0.000001	0.000000
0.100000	-64.625366	0.000001	0.000000	-70.000000	0.000001	0.000000
0.110000	-64.146072	0.000002	0.000000	-70.000000	0.000001	0.000000
0.120000	-63.667503	0.000002	0.000000	-70.000000	0.000001	0.000000
0.130000	-63.189476	0.000002	0.000000	-70.000000	0.000001	0.000000
0.140000	-62.711807	0.000002	0.000000	-70.000000	0.000001	0.000000
0.150000	-62.234314	0.000002	0.000000	-70.000000	0.000001	0.000000
0.160000	-61.756813	0.000003	0.000000	-70.000000	0.000001	0.000000
0.170000	-61.279121	0.000003	0.000000	-70.000000	0.000001	0.000000
0.180000	-60.801060	0.000003	0.000001	-70.000000	0.000001	0.000000
0.190000	-60.322441	0.000004	0.000001	-70.000000	0.000001	0.000000
0.200000	-59.843086	0.000004	0.000001	-70.000000	0.000001	0.000000
0.210000	-59.362808	0.000004	0.000001	-70.000000	0.000001	0.000000
0.220000	-58.881420	0.000005	0.000001	-70.000000	0.000001	0.000000
0.230000	-58.398735	0.000005	0.000001	-70.000000	0.000001	0.000000
0.240000	-57.914566	0.000006	0.000001	-70.000000	0.000001	0.000000
0.250000	-57.428719	0.000006	0.000001	-70.000000	0.000001	0.000000
0.260000	-56.940998	0.000007	0.000001	-70.000000	0.000001	0.000000
0.270000	-56.451210	0.000008	0.000001	-70.000000	0.000001	0.000000
0.280000	-55.959152	0.000008	0.000002	-70.000000	0.000001	0.000000
0.290000	-55.464622	0.000009	0.000002	-70.000000	0.000001	0.000000
0.300000	-54.967415	0.000010	0.000002	-70.000000	0.000001	0.000000
0.310000	-54.467316	0.000011	0.000002	-70.000000	0.000001	0.000000
0.320000	-53.964108	0.000012	0.000002	-70.000000	0.000001	0.000000
0.330000	-53.457573	0.000014	0.000003	-70.000000	0.000001	0.000000
0.340000	-52.947483	0.000015	0.000003	-70.000000	0.000001	0.000000
0.350000	-52.433605	0.000017	0.000003	-70.000000	0.000001	0.000000
0.360000	-51.915703	0.000019	0.000004	-70.000000	0.000001	0.000000
0.370000	-51.393528	0.000021	0.000004	-70.000000	0.000001	0.000000
0.380000	-50.866829	0.000023	0.000004	-70.000000	0.000001	0.000000
0.390000	-50.335346	0.000026	0.000005	-70.000000	0.000001	0.000000
0.400000	-49.798813	0.000028	0.000005	-70.000000	0.000001	0.000000
0.410000	-49.256950	0.000032	0.000006	-69.999992	0.000001	0.000000
0.420000	-48.709473	0.000035	0.000007	-69.999985	0.000001	0.000000
0.430000	-48.156086	0.000039	0.000007	-69.999977	0.000001	0.000000
0.440000	-47.596478	0.000044	0.000008	-69.999969	0.000001	0.000000
0.450000	-47.030334	0.000049	0.000009	-69.999962	0.000001	0.000000
0.460000	-46.457321	0.000055	0.000010	-69.999954	0.000001	0.000000
0.470000	-45.877094	0.000062	0.000011	-69.999947	0.000001	0.000000
0.480000	-45.289295	0.000069	0.000012	-69.999939	0.000001	0.000000
0.490000	-44.693550	0.000078	0.000014	-69.999931	0.000001	0.000000
0.500000	-44.089470	0.000088	0.000015	-69.999924	0.000001	0.000000
0.510000	-43.476650	0.000099	0.000017	-69.999908	0.000001	0.000000
0.520000	-42.854664	0.000112	0.000019	-69.999893	0.000001	0.000000
0.530000	-42.223068	0.000127	0.000022	-69.999878	0.000001	0.000000
0.540000	-41.581398	0.000144	0.000024	-69.999863	0.000001	0.000000
0.550000	-40.929165	0.000164	0.000027	-69.999847	0.000001	0.000000
0.560000	-40.265858	0.000187	0.000031	-69.999825	0.000001	0.000000
0.570000	-39.590942	0.000213	0.000035	-69.999802	0.000001	0.000000
0.580000	-38.903851	0.000244	0.000039	-69.999779	0.000001	0.000000
0.590000	-38.203991	0.000280	0.000045	-69.999748	0.000001	0.000001
0.600000	-37.490738	0.000322	0.000051	-69.999718	0.000001	0.000001
0.610000	-36.763428	0.000371	0.000057	-69.999680	0.000001	0.000001
0.620000	-36.021370	0.000429	0.000066	-69.999634	0.000001	0.000001
0.630000	-35.263828	0.000498	0.000075	-69.999580	0.000001	0.000001
0.640000	-34.490021	0.000579	0.000086	-69.999519	0.000001	0.000001
0.650000	-33.699127	0.000676	0.000098	-69.999451	0.000001	0.000001
0.660000	-32.890278	0.000792	0.000113	-69.999374	0.000001	0.000001
0.670000	-32.062546	0.000931	0.000131	-69.999290	0.000001	0.000001
0.680000	-31.214947	0.001099	0.000151	-69.999191	0.000001	0.000001
0.690000	-30.346436	0.001301	0.000176	-69.999077	0.000001	0.000001
0.700000	-29.455902	0.001548	0.000205	-69.998940	0.000001	0.000001
0.710000	-28.542160	0.001849	0.000240	-69.998779	0.000001	0.000001
0.720000	-27.603947	0.002219	0.000282	-69.998589	0.000001	0.000001
0.730000	-26.639910	0.002676	0.000333	-69.998367	0.000001	0.000001
0.740000	-25.648605	0.003243	0.000394	-69.998100	0.000001	0.000001
0.750000	-24.628487	0.003951	0.000469	-69.997780	0.000001	0.000001
0.760000	-23.577896	0.004841	0.000561	-69.997398	0.000001	0.000001
0.770000	-22.495052	0.005967	0.000675	-69.996941	0.000001	0.000001
0.780000	-21.378040	0.007399	0.000816	-69.996391	0.000001	0.000001
0.790000	-20.224800	0.009234	0.000992	-69.995720	0.000001	0.000001
0.800000	-19.033110	0.011601	0.001214	-69.994896	0.000001	0.000001
0.810000	-17.800568	0.014678	0.001495	-69.993881	0.000001	0.000001
0.820000	-16.524578	0.018704	0.001854	-69.992622	0.000001	0.000001
0.830000	-15.202331	0.024012	0.002315	-69.991043	0.000001	0.000001
0.840000	-13.830772	0.031054	0.002911	-69.989059	0.000001	0.000001
0.850000	-12.406588	0.040459	0.003689	-69.986542	0.000001	0.000001
0.860000	-10.926163	0.053085	0.004710	-69.983330	0.000001	0.000001
0.870000	-9.385557	0.070095	0.006058	-69.979187	0.000001	0.000001
0.880000	-7.780462	0.093036	0.007847	-69.973824	0.000001	0.000001
0.890000	-6.106159	0.123891	0.010227	-69.966827	0.000001	0.000001
0.900000	-4.357465	0.165035	0.013392	-69.957657	0.000001	0.000001
0.910000	-2.528682	0.219002	0.017579	-69.945610	0.000001	0.000001
0.920000	-0.613525	0.287873	0.023059	-69.929810	0.000001	0.000001
0.930000	1.394956	0.372220	0.030102	-69.909180	0.000001	0.000001
0.940000	3.504461	0.469785	0.038913	-69.882515	0.000001	0.000001
0.950000	5.723546	0.574661	0.049570	-69.848572	0.000001	0.000001
0.960000	8.061746	0.678025	0.061963	-69.806190	0.000001	0.000001
0.970000	10.529717	0.770714	0.075802	-69.754425	0.000001	0.000001
0.980000	13.139409	0.846309	0.090688	-69.692619	0.000001	0.000001
0.990000	15.904260	0.902726	0.106198	-69.620415	0.000001	0.000001
1.000000	18.839439	0.941632	0.121969	-69.537720	0.000001	0.000001
1.010000	21.962135	0.966686	0.137724	-69.444641	0.000001	0.000001
1.020000	25.291893	0.981880	0.153280	-69.341408	0.000001	0.000001
1.030000	28.851038	0.990607	0.168523	-69.228333	0.000001	0.000001
1.040000	30.000000	0.995368	0.183390	-69.105766	0.000001	0.000001
1.050000	-64.601440	0.996316	0.197828	-68.974106	0.000001	0.000001
1.060000	-64.203598	0.000002	0.195850	-68.844757	0.000001	0.000001
1.070000	-63.806351	0.000002	0.193891	-68.717674	0.000001	0.000001
1.080000	-63.409565	0.000002	0.191953	-68.592812	0.000001	0.000001
